174,-6.2564,7.84545,10.6892
175,-3.89168,7.68541,10.6531
176,-2.67804,1.18441,10.7029
177,-6.29331,3.94084,10.7106
178,-4.42266,2.91155,10.6886
179,-5.07165,3.61544,10.3814
180,-5.3234,4.75221,10.7677
181,-7.28601,4.27176,10.8485
182,-6.38043,2.39859,10.6739
183,-7.87689,6.30914,10.8564
184,-7.25146,6.88174,10.8607
185,-7.68392,7.31929,10.8554
186,-3.57765,5.65924,10.6495
187,-7.64599,3.49085,10.852
188,-5.33659,2.8655,10.77
189,-7.85883,4.87512,10.8566
190,-7.37307,5.52744,10.8523
191,-4.47211,7.26381,10.6849
192,-5.33305,1.24164,10.7733
193,-3.38218,1.32126,12.2357
194,5.43294,9.1283,10.3228
195,-7.1058,-1.73973,10.7637
196,-3.47763,3.18696,12.2271
197,-4.44245,0.347556,10.695
198,-3.79492,1.78863,10.648
199,-2.57636,-4.4826,10.6977
200,-4.01125,-1.43074,12.2289
201,-4.049,-4.96479,12.2294
202,-3.61612,-2.63586,12.2321
203,6.54696,-8.92781,10.2101
204,-4.46275,-2.66298,10.6882
205,-4.44051,-4.36918,10.6867
206,-2.57651,-7.66899,10.6784
207,6.56167,-6.83681,10.2141
208,-3.84775,-6.08166,10.6487
209,-4.5673,-6.70061,10.6774
210,-5.14155,-5.20817,10.3785
211,-6.30817,-7.16131,10.6229
212,-6.45594,-5.95728,10.6827
213,-6.34696,-4.12333,10.6836
214,-5.38541,-4.65189,10.7618
215,-5.40351,-7.63839,10.7535
216,-7.72175,-4.75889,10.8487
217,-4.02729,-3.41867,10.6389
218,-6.81815,-4.78326,10.8485
219,-7.8824,-6.80662,10.8379
220,-6.89764,-6.58975,10.8454
221,-4.58103,-5.96581,10.682
222,-6.3322,-2.60132,10.6864
223,-7.5595,-5.84947,10.841
224,-3.93461,-0.808352,10.6368
225,-7.87999,-3.18011,10.855
226,-5.37378,-2.57065,10.7656
227,-6.34758,-1.27093,10.6845
228,-7.40964,-4.11999,10.8333
229,-7.52732,-2.30277,10.8598
230,-3.19105,-8.17368,10.6008
231,4.84051,-9.66925,10.6902
232,-6.3133,0.137112,10.6852
233,-5.35529,-0.234263,10.769
234,-5.36202,-1.31528,10.7682
235,-5.57768,0.251751,12.2295
236,-5.96733,-2.17244,12.2323
237,-7.30507,-0.832795,10.8482
238,-6.302,1.19765,10.6855
239,-5.9995,2.23421,12.2387
240,-7.92408,-1.24146,10.8527
241,-7.74331,0.0437146,10.8549
242,-7.52493,2.02944,10.8479
243,-4.88555,6.42091,10.3609
244,-7.93994,1.28044,10.8451
245,-7.96527,2.77845,10.8534
246,-5.80735,-3.82394,12.2348
247,-4.23541,-8.16653,10.606
248,-7.0859,0.41077,10.765
249,-5.89596,-6.31874,12.2289
250,6.06134,-9.57347,10.1958
251,-0.817437,-8.19566,10.5992
252,-1.73906,-8.18683,10.5987
253,1.77223,-8.21832,10.5995
254,-7.88382,-7.52388,10.5073
255,0.159744,6.32869,10.6148
256,-1.3841,9.14508,10.6091
257,-6.75164,7.39392,10.7725
258,-7.54186,8.09199,10.831
259,-6.7699,3.08656,10.7701
260,-3.51213,6.35917,10.6024
261,-6.8428,-8.15027,10.6219
262,-7.66807,-7.89949,9.72655
