1,4.89415,-3.00426,10.6993
2,6.644,-0.965167,10.218
3,4.88895,-4.30959,10.7031
4,4.8264,-5.30093,10.323
5,3.17115,3.80649,10.7269
6,4.95675,-1.35108,10.7054
7,2.84544,2.08125,11.1403
8,0.692642,-1.80541,10.8495
9,1.55198,-0.687973,11.1675
10,0.163368,-3.62656,10.4708
11,4.90933,0.22608,10.7058
12,4.03456,1.69243,10.6323
13,1.93882,-1.87597,11.8225
14,5.02275,2.21408,10.7005
15,1.48017,-3.98389,11.0353
16,2.22721,-2.84232,11.7605
17,4.3457,-0.382121,10.6647
18,3.00866,-2.6735,10.6907
19,0.824174,-6.39121,10.9234
20,6.19433,1.99578,10.2072
21,1.67121,-6.17192,10.929
22,3.47091,-3.53621,10.6324
23,6.02619,0.309656,10.2011
24,4.92122,-2.27283,10.3275
25,-0.757797,2.23815,10.7047
26,0.640281,3.82295,10.851
27,-1.20467,-0.312963,11.1992
28,0.788794,2.46781,10.8607
29,-0.776496,-1.45378,10.6951
30,1.46273,2.02631,11.1367
31,2.12681,3.25156,12.248
32,1.19341,0.443561,10.6965
33,3.07505,3.23762,10.6893
34,6.32708,1.34454,10.2103
35,6.4005,-0.401548,10.2101
36,6.22536,-1.18631,10.2081
37,3.75049,-6.09477,10.6654
38,6.08311,-2.73061,10.2062
39,-1.7338,-1.61431,12.2383
40,6.37067,-3.80888,10.2134
41,6.16096,-5.37597,10.2079
42,4.21424,-1.82611,12.241
43,1.11348,-1.05346,10.7026
44,-1.81245,-5.28495,12.235
45,2.251,0.0797084,11.7829
46,3.06788,0.474954,10.6985
47,2.25784,-0.96738,11.1718
48,1.07678,-3.13176,10.703
49,2.39614,-6.83392,10.9202
50,0.423954,-5.12748,10.8563
51,6.09535,3.29735,10.2024
52,3.65751,-0.991826,10.6354
53,2.22353,-3.79056,11.0355
54,5.31302,0.974597,10.339
55,2.76553,-3.32398,11.0302
56,2.20354,-4.93204,11.7321
57,2.99205,-3.90081,10.6985
58,-2.67419,-1.65642,10.695
59,6.57209,0.588556,10.2156
60,2.74506,-6.19045,10.9313
61,-0.284848,3.17045,10.8525
62,-2.18138,-0.91592,11.1932
63,-3.12876,-3.40463,10.627
64,1.24698,3.0177,10.7105
65,6.55124,2.5731,10.2126
66,-0.301229,-1.01244,10.8548
67,-1.84149,-3.925,11.0403
68,2.26046,2.4341,11.1521
69,-1.0118,-3.26203,11.0245
70,1.16128,1.28399,10.7036
71,0.141482,1.70327,10.8514
72,1.1601,-5.05085,10.698
73,6.26358,-1.79862,10.2098
74,6.48947,-2.25927,10.216
75,6.61063,-3.10917,10.2209
76,6.01195,-4.53806,10.2022
77,6.59323,-4.7336,10.2165
78,-0.311036,-2.69465,10.8562
79,-0.77966,-4.35808,10.703
80,5.02047,3.53959,10.3258
81,0.051321,-4.56805,10.8562
82,2.84106,-0.304805,11.1738
83,0.772969,-0.118769,10.8598
84,2.77712,-1.50224,12.2329
85,-2.5819,-2.75891,10.6942
86,3.07948,6.30035,10.5891
87,5.95039,-6.73638,10.1996
88,-1.15935,-6.26445,10.9141
89,-0.0922387,-5.67,10.8517
90,-0.813863,-7.05464,10.6874
91,-2.0421,-2.63284,12.2401
92,4.86876,-7.45106,10.686
93,6.46673,-5.77693,10.2132
94,3.92659,1.08934,12.2419
95,0.143903,-6.30155,10.4579
96,1.04581,-7.79388,10.6835
97,4.19645,-4.05076,10.6484
98,3.06522,-6.82366,10.6944
99,4.21653,-6.84924,10.6413
100,6.26116,-6.22772,10.2078
101,0.486048,-6.81682,10.85
102,1.86108,-7.89715,11.7374
103,5.26899,-8.07909,10.3299
104,6.52342,-7.62719,10.2118
105,-0.0491615,-8.16661,12.2288
106,-3.1741,-6.27593,10.6283
107,6.22834,-8.38595,10.2058
108,2.02889,1.15985,11.8099
109,-2.17656,-6.71405,10.9085
110,-0.812923,-5.57784,10.6955
111,0.962309,10.9855,10.0292
112,3.90345,4.1457,12.2442
113,-1.56975,3.33428,12.244
114,-2.68549,0.329824,10.7016
115,2.34927,4.47572,12.2489
116,3.99886,2.62662,10.6552
117,6.69566,3.72028,10.2168
118,-1.68776,2.21114,11.1285
119,-3.07621,-0.50191,10.6338
120,1.16851,4.86261,10.707
121,2.72101,1.51781,12.2288
122,5.003,4.48912,10.7
123,6.29638,4.31817,10.2069
124,1.54672,5.53601,11.0649
125,2.3538,5.43054,11.0691
126,0.154468,1.0455,10.8463
127,4.96498,5.86138,10.6871
128,0.874694,5.5747,10.857
129,4.19951,7.41408,10.6353
130,3.58135,5.17052,10.6462
131,4.50415,5.09967,10.655
132,6.46565,5.15287,10.2093
133,-0.197929,10.8266,10.0652
134,0.0159392,4.95352,10.8569
135,2.19759,6.63567,12.2477
136,3.17166,7.27595,10.7045
137,5.00011,7.90716,10.6948
138,6.7161,7.40051,10.2057
139,0.878884,7.29931,10.8674
140,5.25884,6.52249,10.3249
141,6.21415,6.95813,10.2005
142,6.07784,6.40075,10.1942
143,6.54277,6.02029,10.2082
144,3.21215,10.1062,10.6989
145,1.58134,7.51884,11.0487
146,-0.673159,4.45514,10.7015
147,2.43029,8.15579,11.0434
148,-0.661788,5.80895,10.698
149,1.31376,8.67591,10.7069
150,6.43505,8.21305,10.2016
151,-1.59133,5.03584,11.0821
152,0.266377,7.98957,10.855
153,-1.0503,7.92317,11.022
154,-0.691349,7.03669,10.7038
155,-1.50329,4.64181,12.2376
156,6.10971,9.76712,10.1893
157,-2.50781,7.06391,10.6951
158,-2.15776,7.60197,11.0335
159,-2.55238,5.57706,10.6946
160,-3.17472,7.5584,10.6299
161,2.9797,4.97495,11.0595
162,-0.264942,8.78516,10.8551
163,-2.54875,2.87215,10.6947
164,-2.51051,4.16801,10.6956
165,-5.28866,7.31249,10.7664
166,-5.30516,5.57985,10.7746
167,-3.6068,4.75025,10.6616
168,-4.39363,5.73258,10.6944
169,6.5275,9.05098,10.1968
170,-1.47544,1.28051,12.2372
171,-3.71404,2.62007,10.6444
172,-4.39245,4.1474,10.6911
173,-6.27955,5.85655,10.6934
